Consommation (MW),TMoy (°C),TMin (°C),TMax (°C)
2574133.0,10.4175,7.7316666666666665,13.105833333333335
2761377.0,8.92,5.8325,12.005
3201576.0,4.350833333333333,0.7758333333333334,7.924166666666667
3408113.0,1.5333333333333332,-2.06,5.1241666666666665
2823820.0,12.765,10.625833333333334,14.903333333333334
3469313.0,3.2266666666666666,-0.27999999999999997,6.733333333333333
3249968.0,6.339166666666667,3.723333333333333,8.954166666666667
3092979.0,7.966666666666666,5.613333333333333,10.32
3843991.0,1.8341666666666665,-1.6825,5.351666666666667
3032111.0,11.169166666666667,8.170833333333333,14.168333333333335
3601721.0,2.2116666666666664,-1.19,5.613333333333333
2924720.0,6.2250000000000005,2.8241666666666667,9.6225
3654220.0,1.5883333333333332,-0.11916666666666664,3.295833333333333
3334985.0,6.595,2.6216666666666666,10.565833333333332
2986302.0,7.358333333333333,4.5325,10.183333333333334
3184498.0,3.3158333333333334,0.8108333333333334,5.819166666666667
3752292.0,2.1791666666666667,-1.4649999999999999,5.823333333333333
3049602.0,7.636666666666667,5.1450000000000005,10.128333333333334
3008723.0,8.499166666666667,4.7,12.298333333333334
3278902.0,6.36,2.9283333333333332,9.791666666666666
2756196.0,8.344166666666666,5.786666666666666,10.9
2979004.0,7.175833333333333,3.216666666666667,11.135
2891003.0,9.338333333333333,6.275833333333334,12.402499999999998
3243906.0,6.7250000000000005,2.4208333333333334,11.025833333333333
2800960.0,9.014166666666666,4.759166666666666,13.269166666666665
2631933.0,12.399166666666666,8.713333333333333,16.083333333333332
2515178.0,11.733333333333334,6.466666666666666,17.0
2790702.0,11.835,8.459999999999999,15.210833333333333
2944131.0,6.1866666666666665,1.0575,11.316666666666668
2193083.0,10.055833333333334,2.0208333333333335,18.0925
2206201.0,8.518333333333333,2.4099999999999997,14.625833333333333
2479847.0,11.614166666666668,3.8775,19.355
2600544.0,11.768333333333333,6.825833333333333,16.709166666666665
2414224.0,13.139166666666666,7.197500000000001,19.079166666666666
2337551.0,8.961666666666666,5.1308333333333325,12.793333333333335
2022484.0,16.486666666666668,10.709166666666667,22.265
2476911.0,11.43,7.230833333333333,15.631666666666666
2045232.0,15.894166666666665,12.585,19.203333333333333
1820201.0,15.615833333333333,10.708333333333334,20.519166666666667
2204380.0,19.499166666666667,15.263333333333334,23.730833333333333
2233114.0,19.5275,12.938333333333333,26.117500000000003
2097301.0,15.604166666666666,12.875833333333333,18.329166666666666
2156507.0,17.54,13.543333333333335,21.535833333333333
2242624.0,19.111666666666668,14.096666666666666,24.125
2309090.0,20.449166666666667,12.519166666666665,28.38083333333333
2363251.0,22.659166666666668,16.514166666666668,28.804166666666664
2360030.0,22.25583333333333,14.986666666666666,29.52416666666667
1934212.0,18.349999999999998,12.86,23.84
1848452.0,19.255,15.795,22.715833333333332
2114388.0,19.430833333333336,15.536666666666667,23.320833333333336
2177685.0,22.304166666666664,17.594166666666666,27.0125
2073284.0,26.241666666666664,19.533333333333335,32.95083333333333
1833675.0,22.27,14.543333333333335,29.99666666666667
2011740.0,18.14,11.206666666666665,25.0725
1998695.0,17.173333333333332,13.6225,20.725833333333334
1922644.0,20.650833333333335,16.170833333333334,25.128333333333334
2217581.0,18.840833333333332,13.7725,23.90833333333333
2262903.0,19.145833333333332,13.615,24.674166666666668
2248086.0,17.7825,10.329166666666667,25.235833333333332
2181106.0,20.750833333333333,13.556666666666667,27.94333333333333
1973098.0,21.0825,15.3675,26.796666666666667
2348502.0,14.13,7.823333333333333,20.435833333333335
2400938.0,13.650833333333333,7.719166666666666,19.581666666666667
2368298.0,15.640833333333333,8.875,22.406666666666666
2353344.0,13.438333333333333,9.058333333333334,17.815833333333334
2140135.0,12.2325,8.916666666666666,15.548333333333334
2268893.0,13.710833333333333,9.650833333333333,17.773333333333333
2943626.0,7.799166666666667,2.69,12.907499999999999
2394743.0,12.760833333333332,8.876666666666667,16.645
2548072.0,9.116666666666667,3.9333333333333336,14.300833333333332
2600675.0,12.025833333333333,9.298333333333334,14.753333333333332
2745494.0,7.440833333333334,2.8466666666666662,12.033333333333333
2885248.0,7.514166666666667,3.676666666666667,11.351666666666667
3122459.0,4.134166666666666,-0.1858333333333333,8.456666666666667
3572203.0,4.698333333333333,1.3074999999999999,8.086666666666668
2874814.0,10.801666666666668,8.147499999999999,13.458333333333334
3535167.0,2.6950000000000003,-1.2091666666666667,6.598333333333334
3228182.0,5.218333333333333,2.9908333333333332,7.445833333333334
3231833.0,7.2575,5.04,9.474166666666667
3769672.0,2.7541666666666664,-0.36166666666666664,5.8675
2991314.0,9.796666666666667,7.289166666666667,12.301666666666668
3385245.0,2.720833333333333,-0.14833333333333334,5.588333333333334
2906471.0,5.528333333333333,2.5091666666666668,8.546666666666667
3771686.0,1.7883333333333333,0.5241666666666666,3.0533333333333332
3123339.0,9.651666666666666,7.095833333333334,12.208333333333334
2914980.0,6.734999999999999,4.036666666666666,9.434166666666668
3707082.0,1.5475,-0.35333333333333333,3.4499999999999997
3614815.0,5.0325,1.1491666666666667,8.916666666666666
3179931.0,6.8549999999999995,3.674166666666667,10.034166666666666
2936615.0,9.473333333333333,6.5425,12.400833333333333
3029809.0,5.422499999999999,2.3575,8.488333333333333
2776957.0,7.4366666666666665,3.794166666666667,11.079166666666666
3226353.0,7.895,3.091666666666667,12.700000000000001
2970972.0,9.316666666666666,4.915,13.718333333333334
3138565.0,9.365,6.564166666666666,12.164166666666667
2908629.0,6.640833333333333,4.099166666666666,9.1825
2683005.0,11.564166666666667,8.246666666666666,14.88
2537927.0,11.895000000000001,7.514166666666667,16.28
2812880.0,10.2075,6.520833333333333,13.8975
2881382.0,8.0075,2.3608333333333333,13.652500000000002
1997521.0,12.9275,4.4725,21.382499999999997
2331536.0,7.672499999999999,1.7441666666666666,13.599166666666667
2091899.0,13.8425,5.746666666666667,21.936666666666667
2511660.0,13.1775,7.1325,19.223333333333333
2099648.0,15.826666666666668,9.188333333333333,22.46666666666667
2349931.0,7.453333333333333,2.46,12.445833333333333
2050379.0,15.451666666666668,11.945,18.958333333333332
2473886.0,10.522499999999999,6.116666666666667,14.9275
1881579.0,17.44666666666667,13.200833333333334,21.690833333333334
1902213.0,16.62333333333333,11.014166666666668,22.233333333333334
2260208.0,18.5275,15.015833333333333,22.03916666666667
2247564.0,15.721666666666666,11.907499999999999,19.535
2081592.0,14.7675,11.2725,18.261666666666667
1912881.0,16.453333333333333,12.078333333333333,20.828333333333333
2305531.0,19.680833333333332,15.023333333333333,24.338333333333335
2348394.0,23.248333333333335,15.129166666666668,31.368333333333336
2317001.0,20.651666666666667,16.469166666666666,24.834166666666665
2375316.0,23.448333333333334,15.299999999999999,31.5975
1851105.0,21.401666666666667,16.8525,25.950833333333335
2160924.0,19.466666666666665,14.833333333333334,24.10166666666667
2047046.0,18.36583333333333,13.316666666666668,23.41416666666667
1959737.0,21.086666666666666,16.6025,25.56833333333333
1943578.0,25.514166666666668,18.688333333333333,32.339999999999996
2052556.0,22.37,16.834166666666665,27.9075
2031214.0,20.490833333333335,11.51,29.474999999999998
1971273.0,18.9425,14.626666666666665,23.26
2269960.0,20.370833333333334,16.540833333333335,24.201666666666668
2286356.0,19.918333333333333,15.5375,24.299166666666665
2280284.0,20.129166666666666,14.902499999999998,25.355833333333333
2227617.0,15.880833333333333,11.459166666666667,20.300833333333333
1921958.0,18.825,14.014166666666666,23.636666666666667
1888313.0,21.507499999999997,14.264166666666666,28.754166666666666
2375238.0,13.781666666666666,8.696666666666667,18.868333333333336
2430882.0,13.670833333333334,7.638333333333333,19.7025
2331139.0,16.74,7.961666666666666,25.52
2092811.0,15.200833333333334,12.0175,18.383333333333333
2493121.0,12.348333333333334,9.526666666666667,15.169166666666667
2347918.0,13.781666666666666,10.443333333333333,17.11916666666667
2594325.0,9.854166666666666,7.115833333333334,12.591666666666667
2375852.0,8.705833333333333,5.915833333333333,11.495
2747710.0,12.585,7.649166666666667,17.52
2734049.0,10.235833333333334,7.4725,13.000833333333333
2785406.0,8.415000000000001,3.6591666666666662,13.170833333333334
2892487.0,8.224166666666667,4.7975,11.651666666666666
3378449.0,6.418333333333333,1.4908333333333335,11.344999999999999
3540700.0,5.170000000000001,2.36,7.9816666666666665
2966323.0,9.799999999999999,6.23,13.370833333333332
3520558.0,2.5083333333333333,-1.1433333333333333,6.1575
3095653.0,3.731666666666667,0.7741666666666668,6.6875
3266928.0,7.295833333333333,4.755833333333333,9.836666666666666
3917136.0,-0.7766666666666667,-4.324166666666667,2.768333333333333
2842899.0,7.31,5.1241666666666665,9.4975
3249343.0,3.8825000000000003,2.1,5.665
3355418.0,4.5249999999999995,-0.6641666666666667,9.716666666666667
3778022.0,2.07,0.455,3.6875
2809523.0,9.634166666666667,5.178333333333334,14.087499999999999
3330355.0,6.406666666666666,3.438333333333333,9.375833333333333
3778029.0,1.7825,-0.14916666666666667,3.7125
3473811.0,6.896666666666667,2.6033333333333335,11.190833333333332
3281237.0,5.105833333333334,-0.38916666666666666,10.599166666666667
2740136.0,8.529166666666667,6.591666666666666,10.465
2965817.0,4.6025,1.0066666666666666,8.196666666666667
3127989.0,8.188333333333333,5.428333333333334,10.949166666666665
3211271.0,7.769166666666667,3.7916666666666665,11.746666666666668
2961261.0,10.3225,6.485833333333333,14.158333333333333
3181820.0,6.7749999999999995,3.7416666666666667,9.806666666666667
2770977.0,5.341666666666666,0.4925,10.193333333333333
2703041.0,10.724166666666667,6.2,15.246666666666668
2582492.0,10.096666666666666,4.859166666666667,15.333333333333334
2718306.0,11.990833333333333,4.148333333333333,19.835833333333333
2587600.0,9.195,4.468333333333333,13.921666666666667
2118371.0,12.9125,7.72,18.106666666666666
2806801.0,4.490833333333334,0.014999999999999977,8.965
2131478.0,15.611666666666666,8.430833333333334,22.7925
2257143.0,12.93,10.0575,15.800833333333335
1907321.0,18.263333333333332,10.845833333333333,25.6775
2647210.0,7.990833333333334,1.3383333333333332,14.640833333333333
2030994.0,15.515,9.845833333333333,21.185
2549302.0,10.54,6.169999999999999,14.910833333333334
2200467.0,19.025000000000002,12.8675,25.183333333333334
2215305.0,15.171666666666667,11.525,18.8175
2273464.0,18.355833333333333,14.600833333333334,22.1125
2240475.0,14.669166666666667,9.296666666666667,20.0425
1861232.0,15.335833333333333,11.44,19.231666666666666
1819275.0,16.588333333333335,11.42,21.758333333333336
2314172.0,18.870833333333334,12.478333333333333,25.265
2384266.0,24.394166666666667,17.143333333333334,31.645833333333332
2289785.0,21.435000000000002,15.835833333333333,27.035
2120490.0,23.656666666666666,16.433333333333334,30.883333333333336
2142987.0,18.490833333333335,13.8225,23.1575
2198701.0,18.548333333333332,15.363333333333335,21.73166666666667
1868474.0,18.628333333333334,12.08,25.1775
1799973.0,18.618333333333332,12.385833333333332,24.849166666666665
2176135.0,25.650833333333335,17.4475,33.85666666666667
2080308.0,21.67833333333333,16.914166666666667,26.439999999999998
2068388.0,23.41416666666667,13.6,33.22833333333333
1941664.0,19.379166666666666,15.8675,22.888333333333332
2347102.0,21.84583333333333,16.813333333333336,26.879166666666666
2286778.0,17.925833333333333,14.54,21.311666666666667
2274789.0,19.24083333333333,15.82,22.662499999999998
2204645.0,14.546666666666667,7.7825,21.313333333333333
1817123.0,16.313333333333333,11.3225,21.30333333333333
2208373.0,22.429999999999996,15.0225,29.838333333333335
2430716.0,11.229999999999999,6.511666666666667,15.9475
2422332.0,12.5175,8.258333333333333,16.775000000000002
2048965.0,16.517500000000002,10.448333333333334,22.588333333333335
1984079.0,15.421666666666667,12.455833333333333,18.388333333333332
2520668.0,13.736666666666666,10.988333333333335,16.484166666666667
2392698.0,13.065,8.780833333333334,17.349166666666665
2586811.0,6.4875,3.4500000000000006,9.522499999999999
2935250.0,6.565833333333334,2.4250000000000003,10.708333333333334
2742491.0,12.363333333333335,8.9325,15.795
2781379.0,9.971666666666666,7.302499999999999,12.640833333333333
2715270.0,9.973333333333333,4.328333333333333,15.618333333333332
2727583.0,6.530833333333334,1.3908333333333331,11.667499999999999
3387757.0,6.565833333333333,1.3841666666666665,11.75
3565450.0,4.536666666666666,1.8883333333333334,7.185
2907285.0,11.509166666666665,9.201666666666666,13.816666666666668
3468084.0,5.626666666666666,0.44583333333333336,10.808333333333332
2997927.0,4.4191666666666665,1.9733333333333334,6.866666666666667
3252392.0,8.575833333333334,5.243333333333333,11.9075
3756992.0,-0.5525000000000001,-5.37,4.261666666666667
2820585.0,7.239999999999999,5.703333333333333,8.776666666666667
3528479.0,5.309166666666667,3.1325000000000003,7.4875
3289933.0,7.28,3.4908333333333332,11.066666666666668
3820634.0,1.5183333333333333,-1.0541666666666667,4.093333333333334
2715231.0,8.181666666666667,5.331666666666667,11.029166666666667
3318529.0,7.5249999999999995,4.41,10.64
3842355.0,0.9158333333333334,-0.795,2.6233333333333335
3387348.0,7.331666666666667,3.8825000000000003,10.782499999999999
3274007.0,6.110833333333333,0.08916666666666662,12.130833333333333
2828560.0,4.611666666666667,2.4250000000000003,6.799166666666667
3363533.0,4.015833333333333,0.5583333333333332,7.476666666666667
3188021.0,7.815833333333333,5.201666666666667,10.4325
3257913.0,7.104166666666667,3.3083333333333336,10.899166666666666
2931343.0,9.931666666666667,6.905,12.955
2901401.0,7.196666666666666,2.790833333333333,11.605833333333335
2701947.0,5.4375,0.19333333333333327,10.679166666666667
2765960.0,9.316666666666666,5.743333333333333,12.893333333333333
2545011.0,10.788333333333334,2.9908333333333332,18.586666666666666
2330315.0,14.200000000000001,9.324166666666667,19.078333333333333
2436010.0,9.575000000000001,4.890833333333333,14.26
2121719.0,14.148333333333333,7.098333333333334,21.1975
2954299.0,4.284166666666667,-1.4433333333333334,10.009166666666667
1980448.0,16.890833333333333,11.0,22.77916666666667
2117436.0,12.8925,9.737499999999999,16.046666666666667
2115336.0,18.885833333333334,11.714166666666666,26.055000000000003
2576648.0,10.49,3.421666666666667,17.559166666666666
2006358.0,15.580833333333333,7.94,23.22
2438731.0,11.585833333333333,6.585,16.59
2233295.0,19.949166666666667,14.292499999999999,25.604166666666668
2251032.0,15.104999999999999,10.036666666666667,20.173333333333336
2259849.0,19.25,14.758333333333333,23.742499999999996
2226484.0,15.435,11.284999999999998,19.585
1771767.0,14.269166666666669,9.4025,19.135833333333334
2122951.0,17.835833333333333,12.504166666666668,23.17
2338656.0,20.0675,12.036666666666667,28.0975
2387863.0,24.820833333333336,17.794999999999998,31.843333333333334
2058487.0,22.455833333333334,15.390833333333333,29.519166666666667
1970199.0,22.1075,16.2425,27.969166666666666
2200481.0,17.328333333333333,9.949166666666667,24.706666666666667
2207371.0,18.339166666666667,13.491666666666667,23.189166666666665
1777321.0,20.534166666666668,13.006666666666666,28.064999999999998
2017470.0,19.355,11.375833333333333,27.33666666666667
2201323.0,25.641666666666666,18.668333333333333,32.615
2054800.0,21.47666666666667,17.011666666666667,25.944999999999997
2101344.0,26.0575,16.538333333333334,35.57416666666666
1787730.0,17.986666666666668,14.200000000000001,21.77416666666667
2337874.0,21.900000000000002,14.455,29.34
2281900.0,16.44666666666667,12.281666666666666,20.611666666666668
2244039.0,17.75916666666667,12.971666666666666,22.550833333333333
1955214.0,16.2425,11.167499999999999,21.315
2121405.0,16.118333333333332,9.1625,23.075833333333335
2265891.0,22.780833333333334,15.448333333333332,30.1125
2460255.0,11.118333333333332,6.206666666666667,16.03
2217185.0,10.973333333333334,4.540833333333333,17.406666666666666
1977516.0,13.9925,11.591666666666667,16.394166666666667
2323038.0,13.535000000000002,9.665000000000001,17.400833333333335
2469475.0,14.495833333333332,11.464999999999998,17.526666666666667
2357231.0,12.796666666666667,7.496666666666667,18.098333333333333
3143965.0,4.780833333333333,1.1858333333333333,8.376666666666667
3128057.0,5.404166666666666,0.6891666666666666,10.12
2825245.0,11.0675,8.082500000000001,14.051666666666668
2872143.0,8.339166666666666,5.700833333333333,10.978333333333333
2374187.0,12.824166666666668,8.512500000000001,17.133333333333333
2579436.0,8.575833333333334,4.445833333333334,12.707500000000001
3411628.0,6.155833333333334,1.2458333333333333,11.065833333333332
3607412.0,5.596666666666667,0.5983333333333333,10.595833333333333
2917708.0,10.368333333333334,7.755,12.984166666666667
2952233.0,8.873333333333333,5.911666666666666,11.835
