Date,Région,Consommation (MW),TMoy (°C)
21/10/2016,Occitanie,200374.0,10.4
21/10/2016,Auvergne-Rhône-Alpes,386105.0,8.89
21/10/2016,Provence-Alpes-Côte d'Azur,222099.0,12.21
21/10/2017,Île-de-France,316419.0,14.18
21/10/2017,Centre-Val de Loire,82383.0,14.53
21/10/2017,Bourgogne-Franche-Comté,101697.0,14.85
21/10/2017,Normandie,128501.0,13.47
21/10/2017,Hauts-de-France,248021.0,13.62
21/10/2017,Grand Est,227414.0,13.27
21/10/2017,Pays de la Loire,114109.0,14.7
21/10/2017,Bretagne,98531.0,12.94
21/10/2017,Nouvelle-Aquitaine,190347.0,14.52
21/10/2017,Occitanie,165039.0,15.46
21/10/2017,Auvergne-Rhône-Alpes,297481.0,16.08
21/10/2017,Provence-Alpes-Côte d'Azur,182688.0,17.98
21/10/2018,Île-de-France,310173.0,11.64
21/10/2018,Centre-Val de Loire,73275.0,12.06
21/10/2018,Bourgogne-Franche-Comté,90169.0,12.38
21/10/2018,Normandie,127367.0,11.09
21/10/2018,Hauts-de-France,238681.0,11.54
21/10/2018,Grand Est,206902.0,10.38
21/10/2018,Pays de la Loire,106765.0,12.3
21/10/2018,Bretagne,89194.0,11.61
21/10/2018,Nouvelle-Aquitaine,176822.0,15.46
21/10/2018,Occitanie,149874.0,16.57
21/10/2018,Auvergne-Rhône-Alpes,288021.0,11.03
21/10/2018,Provence-Alpes-Côte d'Azur,161664.0,17.53
21/10/2019,Île-de-France,379810.0,12.66
21/10/2019,Centre-Val de Loire,97016.0,12.32
21/10/2019,Bourgogne-Franche-Comté,112377.0,12.63
21/10/2019,Normandie,148350.0,11.75
21/10/2019,Hauts-de-France,272957.0,11.88
21/10/2019,Grand Est,240207.0,12.74
21/10/2019,Pays de la Loire,145143.0,11.45
21/10/2019,Bretagne,123159.0,11.2
21/10/2019,Nouvelle-Aquitaine,218433.0,12.26
21/10/2019,Occitanie,175846.0,13.32
21/10/2019,Auvergne-Rhône-Alpes,327588.0,12.09
21/10/2019,Provence-Alpes-Côte d'Azur,193274.0,16.08
21/10/2020,Île-de-France,362322.0,17.12
21/10/2020,Centre-Val de Loire,101246.0,17.88
21/10/2020,Bourgogne-Franche-Comté,120082.0,17.49
21/10/2020,Normandie,142452.0,15.82
21/10/2020,Hauts-de-France,273276.0,16.31
21/10/2020,Grand Est,251400.0,16.48
21/10/2020,Pays de la Loire,145423.0,16.83
21/10/2020,Bretagne,121687.0,15.06
21/10/2020,Nouvelle-Aquitaine,217396.0,19.58
21/10/2020,Occitanie,197857.0,18.55
21/10/2020,Auvergne-Rhône-Alpes,343973.0,17.34
21/10/2020,Provence-Alpes-Côte d'Azur,210555.0,16.78
21/10/2021,Île-de-France,360963.0,11.49
21/10/2021,Centre-Val de Loire,94340.0,13.37
21/10/2021,Bourgogne-Franche-Comté,115545.0,14.15
21/10/2021,Normandie,140050.0,10.14
21/10/2021,Hauts-de-France,278985.0,10.07
21/10/2021,Grand Est,252438.0,12.45
21/10/2021,Pays de la Loire,136715.0,13.88
21/10/2021,Bretagne,119864.0,12.65
21/10/2021,Nouvelle-Aquitaine,211736.0,15.34
21/10/2021,Occitanie,181330.0,15.76
21/10/2021,Auvergne-Rhône-Alpes,344578.0,14.32
21/10/2021,Provence-Alpes-Côte d'Azur,193378.0,17.49
21/11/2016,Île-de-France,434907.0,13.55
21/11/2016,Centre-Val de Loire,113331.0,13.23
21/11/2016,Bourgogne-Franche-Comté,130958.0,13.1
21/11/2016,Normandie,168821.0,11.51
21/11/2016,Hauts-de-France,308405.0,12.03
21/11/2016,Grand Est,286442.0,10.68
21/11/2016,Pays de la Loire,166283.0,12.5
21/11/2016,Bretagne,140617.0,10.36
21/11/2016,Nouvelle-Aquitaine,252855.0,13.93
21/11/2016,Occitanie,214274.0,15.26
21/11/2016,Auvergne-Rhône-Alpes,387472.0,14.99
21/11/2016,Provence-Alpes-Côte d'Azur,242058.0,13.77
21/11/2017,Île-de-France,475792.0,9.0
21/11/2017,Centre-Val de Loire,126816.0,7.8
21/11/2017,Bourgogne-Franche-Comté,149236.0,6.79
21/11/2017,Normandie,178072.0,9.94
21/11/2017,Hauts-de-France,328680.0,10.75
21/11/2017,Grand Est,303656.0,7.16
21/11/2017,Pays de la Loire,177619.0,10.65
21/11/2017,Bretagne,140386.0,12.34
21/11/2017,Nouvelle-Aquitaine,303950.0,8.35
21/11/2017,Occitanie,258552.0,10.15
21/11/2017,Auvergne-Rhône-Alpes,450794.0,6.75
21/11/2017,Provence-Alpes-Côte d'Azur,257368.0,10.02
21/11/2018,Île-de-France,552255.0,1.58
21/11/2018,Centre-Val de Loire,149515.0,1.09
21/11/2018,Bourgogne-Franche-Comté,154639.0,2.76
21/11/2018,Normandie,213559.0,2.54
21/11/2018,Hauts-de-France,360772.0,2.06
21/11/2018,Grand Est,322762.0,1.52
21/11/2018,Pays de la Loire,218158.0,2.2
21/11/2018,Bretagne,175397.0,4.55
21/11/2018,Nouvelle-Aquitaine,339282.0,4.44
21/11/2018,Occitanie,256914.0,7.64
21/11/2018,Auvergne-Rhône-Alpes,449414.0,5.07
21/11/2018,Provence-Alpes-Côte d'Azur,253089.0,9.99
21/11/2019,Île-de-France,518653.0,5.31
21/11/2019,Centre-Val de Loire,140590.0,4.07
21/11/2019,Bourgogne-Franche-Comté,149397.0,5.65
21/11/2019,Normandie,209214.0,4.17
21/11/2019,Hauts-de-France,353804.0,3.67
21/11/2019,Grand Est,321707.0,3.91
21/11/2019,Pays de la Loire,206422.0,5.85
21/11/2019,Bretagne,169665.0,7.62
21/11/2019,Nouvelle-Aquitaine,309725.0,8.07
21/11/2019,Occitanie,269705.0,7.92
21/11/2019,Auvergne-Rhône-Alpes,433076.0,5.7
21/11/2019,Provence-Alpes-Côte d'Azur,273871.0,9.23
21/11/2020,Île-de-France,398167.0,7.11
21/11/2020,Centre-Val de Loire,115031.0,4.38
21/11/2020,Bourgogne-Franche-Comté,120045.0,2.94
21/11/2020,Normandie,157701.0,8.29
21/11/2020,Hauts-de-France,279050.0,8.13
21/11/2020,Grand Est,268452.0,2.75
21/11/2020,Pays de la Loire,154714.0,6.58
21/11/2020,Bretagne,127333.0,10.38
21/11/2020,Nouvelle-Aquitaine,265356.0,5.76
21/11/2020,Occitanie,231342.0,6.07
21/11/2020,Auvergne-Rhône-Alpes,375440.0,2.37
21/11/2020,Provence-Alpes-Côte d'Azur,233087.0,7.65
21/11/2021,Île-de-France,417698.0,6.75
21/11/2021,Centre-Val de Loire,118133.0,5.06
21/11/2021,Bourgogne-Franche-Comté,125618.0,3.28
21/11/2021,Normandie,153748.0,7.63
21/11/2021,Hauts-de-France,276963.0,7.82
21/11/2021,Grand Est,257695.0,3.97
21/11/2021,Pays de la Loire,156009.0,7.45
21/11/2021,Bretagne,133304.0,8.09
21/11/2021,Nouvelle-Aquitaine,265129.0,7.28
21/11/2021,Occitanie,225819.0,9.28
21/11/2021,Auvergne-Rhône-Alpes,382426.0,4.14
21/11/2021,Provence-Alpes-Côte d'Azur,231952.0,8.14
21/12/2016,Île-de-France,535945.0,3.96
21/12/2016,Centre-Val de Loire,144619.0,3.68
21/12/2016,Bourgogne-Franche-Comté,160534.0,1.49
21/12/2016,Normandie,207656.0,4.71
21/12/2016,Hauts-de-France,352522.0,3.93
21/12/2016,Grand Est,323626.0,0.95
21/12/2016,Pays de la Loire,214603.0,7.25
21/12/2016,Bretagne,162779.0,9.25
21/12/2016,Nouvelle-Aquitaine,338482.0,3.86
21/12/2016,Occitanie,285321.0,5.55
21/12/2016,Auvergne-Rhône-Alpes,480967.0,3.19
21/12/2016,Provence-Alpes-Côte d'Azur,265086.0,10.75
21/12/2017,Île-de-France,465350.0,9.2
21/12/2017,Centre-Val de Loire,133358.0,7.86
21/12/2017,Bourgogne-Franche-Comté,153506.0,5.92
21/12/2017,Normandie,189433.0,9.5
21/12/2017,Hauts-de-France,354327.0,9.14
21/12/2017,Grand Est,307345.0,6.41
21/12/2017,Pays de la Loire,198507.0,8.65
21/12/2017,Bretagne,162239.0,9.41
21/12/2017,Nouvelle-Aquitaine,323735.0,7.22
21/12/2017,Occitanie,293813.0,6.91
21/12/2017,Auvergne-Rhône-Alpes,487280.0,4.19
21/12/2017,Provence-Alpes-Côte d'Azur,314984.0,4.77
21/12/2018,Île-de-France,448633.0,11.05
21/12/2018,Centre-Val de Loire,124128.0,10.68
21/12/2018,Bourgogne-Franche-Comté,138437.0,9.02
21/12/2018,Normandie,169883.0,10.95
21/12/2018,Hauts-de-France,313591.0,10.97
21/12/2018,Grand Est,284245.0,9.47
21/12/2018,Pays de la Loire,171942.0,11.88
21/12/2018,Bretagne,145878.0,12.27
21/12/2018,Nouvelle-Aquitaine,279793.0,11.53
21/12/2018,Occitanie,268826.0,8.25
21/12/2018,Auvergne-Rhône-Alpes,449208.0,7.33
21/12/2018,Provence-Alpes-Côte d'Azur,287640.0,6.01
21/12/2019,Île-de-France,408830.0,8.6
21/12/2019,Centre-Val de Loire,110189.0,8.36
21/12/2019,Bourgogne-Franche-Comté,117664.0,6.94
21/12/2019,Normandie,165557.0,8.33
21/12/2019,Hauts-de-France,280565.0,8.42
21/12/2019,Grand Est,253203.0,5.83
21/12/2019,Pays de la Loire,163154.0,9.15
21/12/2019,Bretagne,143884.0,9.14
21/12/2019,Nouvelle-Aquitaine,253231.0,10.65
21/12/2019,Occitanie,207648.0,10.86
21/12/2019,Auvergne-Rhône-Alpes,364668.0,8.2
21/12/2019,Provence-Alpes-Côte d'Azur,230088.0,11.17
21/12/2020,Île-de-France,433706.0,10.31
21/12/2020,Centre-Val de Loire,119265.0,10.24
21/12/2020,Bourgogne-Franche-Comté,135089.0,8.27
21/12/2020,Normandie,170562.0,10.21
21/12/2020,Hauts-de-France,293508.0,9.38
21/12/2020,Grand Est,267331.0,7.61
21/12/2020,Pays de la Loire,166067.0,11.92
21/12/2020,Bretagne,144093.0,11.92
21/12/2020,Nouvelle-Aquitaine,275507.0,10.58
21/12/2020,Occitanie,249166.0,7.4
21/12/2020,Auvergne-Rhône-Alpes,405429.0,6.35
21/12/2020,Provence-Alpes-Côte d'Azur,249104.0,8.94
22/01/2016,Île-de-France,604251.0,2.76
22/01/2016,Centre-Val de Loire,156092.0,2.81
22/01/2016,Bourgogne-Franche-Comté,168119.0,0.93
22/01/2016,Normandie,224149.0,4.28
22/01/2016,Hauts-de-France,392413.0,3.27
22/01/2016,Grand Est,362537.0,-0.73
22/01/2016,Pays de la Loire,214133.0,6.68
22/01/2016,Bretagne,168701.0,8.96
22/01/2016,Nouvelle-Aquitaine,326167.0,6.79
22/01/2016,Occitanie,289257.0,5.44
22/01/2016,Auvergne-Rhône-Alpes,498943.0,2.77
22/01/2016,Provence-Alpes-Côte d'Azur,304251.0,5.82
22/01/2017,Île-de-France,575914.0,-0.18
22/01/2017,Centre-Val de Loire,155822.0,-0.8
22/01/2017,Bourgogne-Franche-Comté,159981.0,-2.96
22/01/2017,Normandie,220349.0,0.53
22/01/2017,Hauts-de-France,362960.0,-0.76
22/01/2017,Grand Est,333312.0,-4.48
22/01/2017,Pays de la Loire,211932.0,1.9
22/01/2017,Bretagne,172487.0,3.68
22/01/2017,Nouvelle-Aquitaine,348834.0,2.32
22/01/2017,Occitanie,304749.0,2.95
22/01/2017,Auvergne-Rhône-Alpes,504044.0,-2.36
22/01/2017,Provence-Alpes-Côte d'Azur,287974.0,7.11
22/01/2018,Île-de-France,446614.0,10.48
22/01/2018,Centre-Val de Loire,123726.0,11.32
22/01/2018,Bourgogne-Franche-Comté,142512.0,9.54
22/01/2018,Normandie,180352.0,10.53
22/01/2018,Hauts-de-France,359062.0,7.01
22/01/2018,Grand Est,297848.0,6.82
22/01/2018,Pays de la Loire,174968.0,11.62
22/01/2018,Bretagne,144081.0,10.77
22/01/2018,Nouvelle-Aquitaine,281736.0,12.07
22/01/2018,Occitanie,238081.0,13.05
22/01/2018,Auvergne-Rhône-Alpes,443450.0,9.53
22/01/2018,Provence-Alpes-Côte d'Azur,252189.0,12.22
22/01/2019,Île-de-France,608458.0,-0.59
22/01/2019,Centre-Val de Loire,165946.0,-0.75
22/01/2019,Bourgogne-Franche-Comté,170827.0,-1.26
22/01/2019,Normandie,220126.0,2.51
22/01/2019,Hauts-de-France,391909.0,0.08
22/01/2019,Grand Est,355244.0,-3.18
22/01/2019,Pays de la Loire,217734.0,3.12
22/01/2019,Bretagne,174309.0,5.48
22/01/2019,Nouvelle-Aquitaine,356100.0,3.42
22/01/2019,Occitanie,315652.0,2.76
22/01/2019,Auvergne-Rhône-Alpes,516494.0,-0.39
22/01/2019,Provence-Alpes-Côte d'Azur,317451.0,3.78
22/01/2020,Île-de-France,576321.0,0.46
22/01/2020,Centre-Val de Loire,156130.0,1.77
22/01/2020,Bourgogne-Franche-Comté,163261.0,0.08
22/01/2020,Normandie,225305.0,1.41
22/01/2020,Hauts-de-France,375340.0,0.65
22/01/2020,Grand Est,338203.0,-1.32
22/01/2020,Pays de la Loire,228528.0,3.2
22/01/2020,Bretagne,183733.0,4.05
22/01/2020,Nouvelle-Aquitaine,329121.0,6.98
22/01/2020,Occitanie,286057.0,9.04
22/01/2020,Auvergne-Rhône-Alpes,491963.0,2.17
22/01/2020,Provence-Alpes-Côte d'Azur,274826.0,10.44
22/01/2021,Île-de-France,469355.0,5.78
22/01/2021,Centre-Val de Loire,142324.0,5.84
22/01/2021,Bourgogne-Franche-Comté,141766.0,7.05
22/01/2021,Normandie,192489.0,5.44
22/01/2021,Hauts-de-France,338705.0,5.29
22/01/2021,Grand Est,300472.0,5.64
22/01/2021,Pays de la Loire,196685.0,6.65
22/01/2021,Bretagne,170929.0,6.02
22/01/2021,Nouvelle-Aquitaine,291687.0,7.81
22/01/2021,Occitanie,272732.0,7.81
22/01/2021,Auvergne-Rhône-Alpes,437681.0,6.95
22/01/2021,Provence-Alpes-Côte d'Azur,274355.0,9.67
22/02/2016,Île-de-France,451840.0,10.55
22/02/2016,Centre-Val de Loire,121990.0,10.15
22/02/2016,Bourgogne-Franche-Comté,134209.0,8.68
22/02/2016,Normandie,179873.0,10.07
22/02/2016,Hauts-de-France,323770.0,9.19
22/02/2016,Grand Est,286296.0,9.78
22/02/2016,Pays de la Loire,177028.0,10.85
22/02/2016,Bretagne,143938.0,11.19
22/02/2016,Nouvelle-Aquitaine,281461.0,8.96
22/02/2016,Occitanie,246083.0,8.8
22/02/2016,Auvergne-Rhône-Alpes,423808.0,7.88
22/02/2016,Provence-Alpes-Côte d'Azur,266763.0,9.85
22/02/2017,Île-de-France,453289.0,10.89
22/02/2017,Centre-Val de Loire,122086.0,9.9
22/02/2017,Bourgogne-Franche-Comté,142321.0,9.52
22/02/2017,Normandie,178370.0,10.21
22/02/2017,Hauts-de-France,323797.0,9.97
22/02/2017,Grand Est,296911.0,9.72
22/02/2017,Pays de la Loire,177009.0,10.75
22/02/2017,Bretagne,143257.0,10.7
22/02/2017,Nouvelle-Aquitaine,273740.0,9.97
22/02/2017,Occitanie,226711.0,12.38
22/02/2017,Auvergne-Rhône-Alpes,412428.0,9.82
22/02/2017,Provence-Alpes-Côte d'Azur,239437.0,11.24
22/02/2018,Île-de-France,557964.0,1.4
22/02/2018,Centre-Val de Loire,155652.0,1.57
22/02/2018,Bourgogne-Franche-Comté,169985.0,0.41
22/02/2018,Normandie,216461.0,1.84
22/02/2018,Hauts-de-France,368097.0,1.22
22/02/2018,Grand Est,345651.0,0.18
22/02/2018,Pays de la Loire,220199.0,2.6
22/02/2018,Bretagne,176935.0,3.2
22/02/2018,Nouvelle-Aquitaine,341035.0,2.92
22/02/2018,Occitanie,306296.0,3.18
22/02/2018,Auvergne-Rhône-Alpes,522269.0,0.26
22/02/2018,Provence-Alpes-Côte d'Azur,311426.0,4.86
22/02/2019,Île-de-France,446636.0,9.85
22/02/2019,Centre-Val de Loire,119999.0,9.33
22/02/2019,Bourgogne-Franche-Comté,137611.0,8.77
22/02/2019,Normandie,179869.0,8.53
22/02/2019,Hauts-de-France,310648.0,8.5
22/02/2019,Grand Est,280304.0,8.55
22/02/2019,Pays de la Loire,180182.0,10.18
22/02/2019,Bretagne,148156.0,10.11
22/02/2019,Nouvelle-Aquitaine,267318.0,11.98
22/02/2019,Occitanie,240605.0,11.74
22/02/2019,Auvergne-Rhône-Alpes,412400.0,8.55
22/02/2019,Provence-Alpes-Côte d'Azur,259422.0,10.01
22/02/2020,Île-de-France,419203.0,8.22
22/02/2020,Centre-Val de Loire,124115.0,7.06
22/02/2020,Bourgogne-Franche-Comté,125821.0,5.83
22/02/2020,Normandie,173653.0,7.94
22/02/2020,Hauts-de-France,307847.0,7.97
22/02/2020,Grand Est,257365.0,6.69
22/02/2020,Pays de la Loire,162120.0,9.02
22/02/2020,Bretagne,140109.0,9.72
22/02/2020,Nouvelle-Aquitaine,263428.0,8.03
22/02/2020,Occitanie,221304.0,9.17
22/02/2020,Auvergne-Rhône-Alpes,380163.0,7.7
22/02/2020,Provence-Alpes-Côte d'Azur,237440.0,10.17
22/02/2021,Île-de-France,389475.0,12.45
22/02/2021,Centre-Val de Loire,109225.0,12.1
22/02/2021,Bourgogne-Franche-Comté,127464.0,11.38
22/02/2021,Normandie,164308.0,10.24
22/02/2021,Hauts-de-France,282312.0,11.39
22/02/2021,Grand Est,262686.0,10.12
22/02/2021,Pays de la Loire,167707.0,11.55
22/02/2021,Bretagne,146432.0,9.66
22/02/2021,Nouvelle-Aquitaine,260085.0,11.6
22/02/2021,Occitanie,232859.0,11.89
22/02/2021,Auvergne-Rhône-Alpes,381248.0,12.53
22/02/2021,Provence-Alpes-Côte d'Azur,243238.0,12.39
22/03/2016,Île-de-France,460045.0,8.76
22/03/2016,Centre-Val de Loire,121617.0,7.26
22/03/2016,Bourgogne-Franche-Comté,137590.0,6.79
22/03/2016,Normandie,182809.0,7.1
22/03/2016,Hauts-de-France,307698.0,7.84
22/03/2016,Grand Est,287229.0,7.35
22/03/2016,Pays de la Loire,181098.0,7.28
22/03/2016,Bretagne,152314.0,6.21
22/03/2016,Nouvelle-Aquitaine,272114.0,8.66
22/03/2016,Occitanie,220729.0,10.25
22/03/2016,Auvergne-Rhône-Alpes,425253.0,6.36
22/03/2016,Provence-Alpes-Côte d'Azur,231621.0,12.42
22/03/2017,Île-de-France,440105.0,8.39
22/03/2017,Centre-Val de Loire,122771.0,6.76
22/03/2017,Bourgogne-Franche-Comté,131703.0,7.11
22/03/2017,Normandie,180549.0,5.76
22/03/2017,Hauts-de-France,309541.0,6.54
22/03/2017,Grand Est,283033.0,5.96
22/03/2017,Pays de la Loire,187825.0,6.22
22/03/2017,Bretagne,142928.0,7.45
22/03/2017,Nouvelle-Aquitaine,292044.0,7.72
22/03/2017,Occitanie,203562.0,10.04
22/03/2017,Auvergne-Rhône-Alpes,387776.0,8.53
22/03/2017,Provence-Alpes-Côte d'Azur,208094.0,12.7
22/03/2018,Île-de-France,528435.0,3.78
22/03/2018,Centre-Val de Loire,143129.0,2.59
22/03/2018,Bourgogne-Franche-Comté,153467.0,1.64
22/03/2018,Normandie,204378.0,3.69
22/03/2018,Hauts-de-France,341658.0,4.7
22/03/2018,Grand Est,329509.0,1.26
22/03/2018,Pays de la Loire,215728.0,2.78
22/03/2018,Bretagne,173403.0,5.04
22/03/2018,Nouvelle-Aquitaine,321543.0,4.2
22/03/2018,Occitanie,284971.0,5.39
22/03/2018,Auvergne-Rhône-Alpes,480748.0,2.13
22/03/2018,Provence-Alpes-Côte d'Azur,283299.0,6.32
22/03/2019,Île-de-France,404494.0,11.03
22/03/2019,Centre-Val de Loire,114010.0,9.86
22/03/2019,Bourgogne-Franche-Comté,129216.0,8.81
22/03/2019,Normandie,168299.0,10.47
22/03/2019,Hauts-de-France,294062.0,9.42
22/03/2019,Grand Est,267208.0,9.1
22/03/2019,Pays de la Loire,162231.0,11.1
22/03/2019,Bretagne,136641.0,10.1
22/03/2019,Nouvelle-Aquitaine,255724.0,10.58
22/03/2019,Occitanie,218950.0,11.07
22/03/2019,Auvergne-Rhône-Alpes,395633.0,9.95
22/03/2019,Provence-Alpes-Côte d'Azur,224594.0,12.6
22/03/2020,Île-de-France,349842.0,8.1
22/03/2020,Centre-Val de Loire,95526.0,8.71
22/03/2020,Bourgogne-Franche-Comté,91342.0,8.49
22/03/2020,Normandie,148795.0,6.97
22/03/2020,Hauts-de-France,252390.0,6.6
22/03/2020,Grand Est,209059.0,6.94
22/03/2020,Pays de la Loire,133950.0,8.22
22/03/2020,Bretagne,122072.0,7.4
22/03/2020,Nouvelle-Aquitaine,188602.0,11.46
22/03/2020,Occitanie,166045.0,12.22
22/03/2020,Auvergne-Rhône-Alpes,277575.0,9.6
22/03/2020,Provence-Alpes-Côte d'Azur,186470.0,11.61
22/03/2021,Île-de-France,457682.0,5.17
22/03/2021,Centre-Val de Loire,123652.0,5.06
22/03/2021,Bourgogne-Franche-Comté,136185.0,4.53
22/03/2021,Normandie,179024.0,5.04
22/03/2021,Hauts-de-France,305093.0,5.12
22/03/2021,Grand Est,287873.0,3.59
22/03/2021,Pays de la Loire,174554.0,5.6
22/03/2021,Bretagne,148756.0,7.18
22/03/2021,Nouvelle-Aquitaine,268339.0,7.82
22/03/2021,Occitanie,234381.0,9.59
22/03/2021,Auvergne-Rhône-Alpes,422558.0,5.91
22/03/2021,Provence-Alpes-Côte d'Azur,245013.0,8.5
22/04/2016,Île-de-France,353835.0,13.94
22/04/2016,Centre-Val de Loire,94596.0,13.62
22/04/2016,Bourgogne-Franche-Comté,107541.0,15.41
22/04/2016,Normandie,152430.0,11.89
22/04/2016,Hauts-de-France,273439.0,11.45
22/04/2016,Grand Est,242802.0,13.99
22/04/2016,Pays de la Loire,146042.0,14.45
22/04/2016,Bretagne,118704.0,13.51
22/04/2016,Nouvelle-Aquitaine,226131.0,12.82
22/04/2016,Occitanie,188926.0,12.35
22/04/2016,Auvergne-Rhône-Alpes,341777.0,13.75
22/04/2016,Provence-Alpes-Côte d'Azur,200438.0,14.8
22/04/2017,Île-de-France,352209.0,11.77
22/04/2017,Centre-Val de Loire,93381.0,10.16
22/04/2017,Bourgogne-Franche-Comté,105172.0,8.8
22/04/2017,Normandie,140365.0,9.65
22/04/2017,Hauts-de-France,257915.0,10.66
22/04/2017,Grand Est,230809.0,9.57
22/04/2017,Pays de la Loire,124010.0,11.65
22/04/2017,Bretagne,98590.0,11.01
22/04/2017,Nouvelle-Aquitaine,204230.0,13.98
22/04/2017,Occitanie,174582.0,13.41
22/04/2017,Auvergne-Rhône-Alpes,326327.0,10.3
22/04/2017,Provence-Alpes-Côte d'Azur,197255.0,12.62
22/04/2018,Île-de-France,277757.0,20.45
22/04/2018,Centre-Val de Loire,68458.0,18.98
22/04/2018,Bourgogne-Franche-Comté,82823.0,18.2
22/04/2018,Normandie,109143.0,17.19
22/04/2018,Hauts-de-France,205507.0,18.48
22/04/2018,Grand Est,189080.0,18.73
22/04/2018,Pays de la Loire,100763.0,17.98
22/04/2018,Bretagne,80527.0,14.8
22/04/2018,Nouvelle-Aquitaine,168245.0,19.35
22/04/2018,Occitanie,145114.0,18.01
22/04/2018,Auvergne-Rhône-Alpes,275604.0,18.07
22/04/2018,Provence-Alpes-Côte d'Azur,169570.0,18.22
22/04/2019,Île-de-France,283561.0,17.34
22/04/2019,Centre-Val de Loire,76107.0,15.78
22/04/2019,Bourgogne-Franche-Comté,85396.0,16.6
22/04/2019,Normandie,116446.0,15.65
22/04/2019,Hauts-de-France,214350.0,17.07
22/04/2019,Grand Est,188372.0,15.19
22/04/2019,Pays de la Loire,103574.0,15.88
22/04/2019,Bretagne,86939.0,15.58
22/04/2019,Nouvelle-Aquitaine,185712.0,15.14
22/04/2019,Occitanie,169887.0,14.86
22/04/2019,Auvergne-Rhône-Alpes,276264.0,16.03
22/04/2019,Provence-Alpes-Côte d'Azur,188173.0,18.08
22/04/2020,Île-de-France,274243.0,16.19
22/04/2020,Centre-Val de Loire,82893.0,15.32
22/04/2020,Bourgogne-Franche-Comté,92797.0,14.89
22/04/2020,Normandie,117824.0,14.03
22/04/2020,Hauts-de-France,215813.0,15.33
22/04/2020,Grand Est,196894.0,14.94
22/04/2020,Pays de la Loire,121443.0,17.42
22/04/2020,Bretagne,100250.0,14.29
22/04/2020,Nouvelle-Aquitaine,193786.0,15.05
22/04/2020,Occitanie,175836.0,13.95
22/04/2020,Auvergne-Rhône-Alpes,287380.0,15.5
22/04/2020,Provence-Alpes-Côte d'Azur,184766.0,15.1
22/04/2021,Île-de-France,345272.0,11.35
22/04/2021,Centre-Val de Loire,95058.0,12.31
22/04/2021,Bourgogne-Franche-Comté,113511.0,11.49
22/04/2021,Normandie,143488.0,9.88
22/04/2021,Hauts-de-France,267084.0,8.52
22/04/2021,Grand Est,241104.0,10.67
22/04/2021,Pays de la Loire,134587.0,14.45
22/04/2021,Bretagne,114095.0,12.98
22/04/2021,Nouvelle-Aquitaine,208008.0,14.72
22/04/2021,Occitanie,189596.0,13.06
22/04/2021,Auvergne-Rhône-Alpes,345663.0,11.7
22/04/2021,Provence-Alpes-Côte d'Azur,211766.0,12.81
22/05/2016,Île-de-France,299071.0,14.69
22/05/2016,Centre-Val de Loire,70107.0,13.78
22/05/2016,Bourgogne-Franche-Comté,83760.0,15.21
22/05/2016,Normandie,111943.0,13.26
22/05/2016,Hauts-de-France,217581.0,13.75
22/05/2016,Grand Est,185336.0,16.65
22/05/2016,Pays de la Loire,103124.0,13.48
22/05/2016,Bretagne,83978.0,12.39
22/05/2016,Nouvelle-Aquitaine,169711.0,13.98
22/05/2016,Occitanie,145607.0,14.43
22/05/2016,Auvergne-Rhône-Alpes,270973.0,15.26
22/05/2016,Provence-Alpes-Côte d'Azur,172052.0,17.52
22/05/2017,Île-de-France,329304.0,18.29
22/05/2017,Centre-Val de Loire,82743.0,17.47
22/05/2017,Bourgogne-Franche-Comté,104462.0,16.89
22/05/2017,Normandie,131346.0,17.22
22/05/2017,Hauts-de-France,246142.0,17.01
22/05/2017,Grand Est,224151.0,16.12
22/05/2017,Pays de la Loire,129530.0,19.48
22/05/2017,Bretagne,101388.0,17.9
22/05/2017,Nouvelle-Aquitaine,201503.0,19.39
22/05/2017,Occitanie,169584.0,19.05
22/05/2017,Auvergne-Rhône-Alpes,315982.0,17.28
22/05/2017,Provence-Alpes-Côte d'Azur,191339.0,17.96
22/05/2018,Île-de-France,332964.0,18.21
22/05/2018,Centre-Val de Loire,86169.0,16.77
22/05/2018,Bourgogne-Franche-Comté,105279.0,17.17
22/05/2018,Normandie,124779.0,15.59
22/05/2018,Hauts-de-France,241753.0,16.26
22/05/2018,Grand Est,227850.0,17.29
22/05/2018,Pays de la Loire,129508.0,18.95
22/05/2018,Bretagne,100928.0,15.71
22/05/2018,Nouvelle-Aquitaine,199548.0,17.63
22/05/2018,Occitanie,171393.0,18.34
22/05/2018,Auvergne-Rhône-Alpes,326997.0,17.01
22/05/2018,Provence-Alpes-Côte d'Azur,188276.0,17.37
22/05/2019,Île-de-France,341884.0,14.99
22/05/2019,Centre-Val de Loire,87926.0,14.72
22/05/2019,Bourgogne-Franche-Comté,109704.0,14.01
22/05/2019,Normandie,136429.0,13.05
22/05/2019,Hauts-de-France,249425.0,13.17
22/05/2019,Grand Est,241555.0,13.09
22/05/2019,Pays de la Loire,133696.0,16.27
22/05/2019,Bretagne,106172.0,14.49
22/05/2019,Nouvelle-Aquitaine,211679.0,16.26
22/05/2019,Occitanie,177487.0,17.37
22/05/2019,Auvergne-Rhône-Alpes,336324.0,14.42
22/05/2019,Provence-Alpes-Côte d'Azur,186698.0,17.41
22/05/2020,Île-de-France,276136.0,21.53
22/05/2020,Centre-Val de Loire,74437.0,20.59
