Date,Région,Consommation (MW),TMoy (°C)
08/05/2021,Île-de-France,308734.0,15.29
08/05/2021,Centre-Val de Loire,75830.0,16.65
08/05/2021,Bourgogne-Franche-Comté,94514.0,13.56
08/05/2021,Normandie,122946.0,15.25
08/05/2021,Hauts-de-France,240647.0,13.18
08/05/2021,Grand Est,197705.0,11.84
08/05/2021,Pays de la Loire,106676.0,17.75
08/05/2021,Bretagne,98819.0,14.09
08/05/2021,Nouvelle-Aquitaine,183545.0,19.26
08/05/2021,Occitanie,150644.0,17.75
08/05/2021,Auvergne-Rhône-Alpes,288953.0,15.5
08/05/2021,Provence-Alpes-Côte d'Azur,180074.0,16.26
08/06/2016,Île-de-France,336141.0,19.07
08/06/2016,Centre-Val de Loire,84030.0,18.95
08/06/2016,Bourgogne-Franche-Comté,102242.0,19.34
08/06/2016,Normandie,126415.0,17.32
08/06/2016,Hauts-de-France,256370.0,17.77
08/06/2016,Grand Est,227075.0,18.44
08/06/2016,Pays de la Loire,127049.0,19.5
08/06/2016,Bretagne,102499.0,17.1
08/06/2016,Nouvelle-Aquitaine,201121.0,20.92
08/06/2016,Occitanie,170584.0,22.02
08/06/2016,Auvergne-Rhône-Alpes,316381.0,19.62
08/06/2016,Provence-Alpes-Côte d'Azur,184973.0,21.59
08/06/2017,Île-de-France,331871.0,19.13
08/06/2017,Centre-Val de Loire,86610.0,18.84
08/06/2017,Bourgogne-Franche-Comté,107219.0,17.03
08/06/2017,Normandie,130778.0,17.43
08/06/2017,Hauts-de-France,252320.0,17.67
08/06/2017,Grand Est,227627.0,16.51
08/06/2017,Pays de la Loire,132568.0,18.85
08/06/2017,Bretagne,103780.0,16.5
08/06/2017,Nouvelle-Aquitaine,204416.0,21.01
08/06/2017,Occitanie,172611.0,19.5
08/06/2017,Auvergne-Rhône-Alpes,327925.0,17.64
08/06/2017,Provence-Alpes-Côte d'Azur,194781.0,19.46
08/06/2018,Île-de-France,329823.0,20.21
08/06/2018,Centre-Val de Loire,83056.0,20.38
08/06/2018,Bourgogne-Franche-Comté,104282.0,20.59
08/06/2018,Normandie,128358.0,18.05
08/06/2018,Hauts-de-France,248585.0,18.07
08/06/2018,Grand Est,233491.0,20.74
08/06/2018,Pays de la Loire,128543.0,20.12
08/06/2018,Bretagne,102752.0,17.41
08/06/2018,Nouvelle-Aquitaine,198956.0,20.05
08/06/2018,Occitanie,169572.0,19.75
08/06/2018,Auvergne-Rhône-Alpes,325009.0,19.49
08/06/2018,Provence-Alpes-Côte d'Azur,189601.0,20.36
08/06/2019,Île-de-France,283102.0,15.5
08/06/2019,Centre-Val de Loire,82607.0,14.9
08/06/2019,Bourgogne-Franche-Comté,89308.0,15.07
08/06/2019,Normandie,118223.0,14.24
08/06/2019,Hauts-de-France,230604.0,14.23
08/06/2019,Grand Est,195432.0,15.73
08/06/2019,Pays de la Loire,104562.0,15.4
08/06/2019,Bretagne,92398.0,14.24
08/06/2019,Nouvelle-Aquitaine,180265.0,14.8
08/06/2019,Occitanie,151557.0,16.5
08/06/2019,Auvergne-Rhône-Alpes,277164.0,15.24
08/06/2019,Provence-Alpes-Côte d'Azur,177907.0,20.41
08/06/2020,Île-de-France,298309.0,14.55
08/06/2020,Centre-Val de Loire,78496.0,14.7
08/06/2020,Bourgogne-Franche-Comté,95529.0,14.32
08/06/2020,Normandie,119840.0,12.7
08/06/2020,Hauts-de-France,224398.0,12.74
08/06/2020,Grand Est,202155.0,13.81
08/06/2020,Pays de la Loire,121385.0,15.45
08/06/2020,Bretagne,98231.0,14.75
08/06/2020,Nouvelle-Aquitaine,191932.0,14.71
08/06/2020,Occitanie,163237.0,16.12
08/06/2020,Auvergne-Rhône-Alpes,293492.0,13.56
08/06/2020,Provence-Alpes-Côte d'Azur,173656.0,18.27
08/06/2021,Île-de-France,279946.0,19.25
08/06/2021,Centre-Val de Loire,80864.0,18.49
08/06/2021,Bourgogne-Franche-Comté,103260.0,18.49
08/06/2021,Normandie,158703.0,16.49
08/06/2021,Hauts-de-France,237329.0,16.22
08/06/2021,Grand Est,223495.0,18.44
08/06/2021,Pays de la Loire,123363.0,20.38
08/06/2021,Bretagne,105665.0,16.6
08/06/2021,Nouvelle-Aquitaine,189600.0,19.87
08/06/2021,Occitanie,168970.0,20.73
08/06/2021,Auvergne-Rhône-Alpes,316129.0,18.5
08/06/2021,Provence-Alpes-Côte d'Azur,191376.0,21.48
08/07/2016,Île-de-France,329560.0,21.63
08/07/2016,Centre-Val de Loire,85753.0,20.73
08/07/2016,Bourgogne-Franche-Comté,106240.0,21.74
08/07/2016,Normandie,134952.0,17.27
08/07/2016,Hauts-de-France,246963.0,17.63
08/07/2016,Grand Est,230544.0,20.73
08/07/2016,Pays de la Loire,130117.0,20.27
08/07/2016,Bretagne,101965.0,17.18
08/07/2016,Nouvelle-Aquitaine,213733.0,21.82
08/07/2016,Occitanie,193527.0,24.76
08/07/2016,Auvergne-Rhône-Alpes,336421.0,23.21
08/07/2016,Provence-Alpes-Côte d'Azur,218181.0,25.67
08/07/2017,Île-de-France,299885.0,24.0
08/07/2017,Centre-Val de Loire,80469.0,24.68
08/07/2017,Bourgogne-Franche-Comté,95947.0,25.76
08/07/2017,Normandie,118577.0,19.7
08/07/2017,Hauts-de-France,226175.0,19.86
08/07/2017,Grand Est,211251.0,24.11
08/07/2017,Pays de la Loire,112893.0,25.0
08/07/2017,Bretagne,87134.0,20.15
08/07/2017,Nouvelle-Aquitaine,193702.0,23.89
08/07/2017,Occitanie,173556.0,24.39
08/07/2017,Auvergne-Rhône-Alpes,305726.0,26.19
08/07/2017,Provence-Alpes-Côte d'Azur,202199.0,25.99
08/07/2018,Île-de-France,288419.0,23.89
08/07/2018,Centre-Val de Loire,70539.0,23.35
08/07/2018,Bourgogne-Franche-Comté,82586.0,21.98
08/07/2018,Normandie,108363.0,21.41
08/07/2018,Hauts-de-France,208270.0,22.14
08/07/2018,Grand Est,186700.0,20.81
08/07/2018,Pays de la Loire,101381.0,25.3
08/07/2018,Bretagne,78359.0,22.18
08/07/2018,Nouvelle-Aquitaine,182967.0,24.53
08/07/2018,Occitanie,165570.0,25.02
08/07/2018,Auvergne-Rhône-Alpes,277640.0,21.46
08/07/2018,Provence-Alpes-Côte d'Azur,189637.0,25.22
08/07/2019,Île-de-France,309193.0,19.13
08/07/2019,Centre-Val de Loire,88719.0,20.76
08/07/2019,Bourgogne-Franche-Comté,101445.0,20.7
08/07/2019,Normandie,125877.0,17.73
08/07/2019,Hauts-de-France,236756.0,15.51
08/07/2019,Grand Est,213821.0,17.82
08/07/2019,Pays de la Loire,130383.0,22.28
08/07/2019,Bretagne,101014.0,19.84
08/07/2019,Nouvelle-Aquitaine,216660.0,23.2
08/07/2019,Occitanie,201070.0,25.81
08/07/2019,Auvergne-Rhône-Alpes,327204.0,23.05
08/07/2019,Provence-Alpes-Côte d'Azur,226581.0,26.58
08/07/2020,Île-de-France,308233.0,20.33
08/07/2020,Centre-Val de Loire,89654.0,19.39
08/07/2020,Bourgogne-Franche-Comté,97608.0,19.78
08/07/2020,Normandie,125538.0,17.04
08/07/2020,Hauts-de-France,235114.0,15.91
08/07/2020,Grand Est,224915.0,18.11
08/07/2020,Pays de la Loire,130987.0,19.45
08/07/2020,Bretagne,105501.0,17.04
08/07/2020,Nouvelle-Aquitaine,213376.0,21.06
08/07/2020,Occitanie,188585.0,22.25
08/07/2020,Auvergne-Rhône-Alpes,313698.0,19.72
08/07/2020,Provence-Alpes-Côte d'Azur,196534.0,23.44
08/07/2021,Île-de-France,299274.0,17.97
08/07/2021,Centre-Val de Loire,80259.0,17.42
08/07/2021,Bourgogne-Franche-Comté,102512.0,18.38
08/07/2021,Normandie,127033.0,16.0
08/07/2021,Hauts-de-France,241374.0,16.04
08/07/2021,Grand Est,224084.0,18.11
08/07/2021,Pays de la Loire,126935.0,16.9
08/07/2021,Bretagne,110012.0,16.19
08/07/2021,Nouvelle-Aquitaine,198870.0,17.29
08/07/2021,Occitanie,173032.0,19.22
08/07/2021,Auvergne-Rhône-Alpes,318278.0,17.58
08/07/2021,Provence-Alpes-Côte d'Azur,205028.0,22.76
08/08/2016,Île-de-France,278728.0,19.29
08/08/2016,Centre-Val de Loire,74824.0,19.61
08/08/2016,Bourgogne-Franche-Comté,86073.0,20.18
08/08/2016,Normandie,116526.0,17.31
08/08/2016,Hauts-de-France,206296.0,17.84
08/08/2016,Grand Est,181134.0,19.44
08/08/2016,Pays de la Loire,113390.0,20.62
08/08/2016,Bretagne,92258.0,17.31
08/08/2016,Nouvelle-Aquitaine,196655.0,21.52
08/08/2016,Occitanie,184029.0,24.34
08/08/2016,Auvergne-Rhône-Alpes,275321.0,21.21
08/08/2016,Provence-Alpes-Côte d'Azur,203569.0,24.79
08/08/2017,Île-de-France,275654.0,17.17
08/08/2017,Centre-Val de Loire,79111.0,17.78
08/08/2017,Bourgogne-Franche-Comté,85553.0,18.89
08/08/2017,Normandie,116850.0,15.09
08/08/2017,Hauts-de-France,213830.0,16.75
08/08/2017,Grand Est,188400.0,18.35
08/08/2017,Pays de la Loire,115043.0,17.83
08/08/2017,Bretagne,96474.0,16.18
08/08/2017,Nouvelle-Aquitaine,192810.0,18.66
08/08/2017,Occitanie,170370.0,20.29
08/08/2017,Auvergne-Rhône-Alpes,279632.0,18.53
08/08/2017,Provence-Alpes-Côte d'Azur,213818.0,24.19
08/08/2018,Île-de-France,293998.0,22.55
08/08/2018,Centre-Val de Loire,82967.0,22.62
08/08/2018,Bourgogne-Franche-Comté,90843.0,24.22
08/08/2018,Normandie,117245.0,19.61
08/08/2018,Hauts-de-France,213485.0,20.19
08/08/2018,Grand Est,196761.0,23.34
08/08/2018,Pays de la Loire,117733.0,21.82
08/08/2018,Bretagne,97130.0,18.35
08/08/2018,Nouvelle-Aquitaine,208463.0,22.46
08/08/2018,Occitanie,196038.0,24.72
08/08/2018,Auvergne-Rhône-Alpes,304533.0,25.74
08/08/2018,Provence-Alpes-Côte d'Azur,221268.0,26.07
08/08/2019,Île-de-France,284896.0,21.98
08/08/2019,Centre-Val de Loire,78399.0,22.49
08/08/2019,Bourgogne-Franche-Comté,88079.0,21.95
08/08/2019,Normandie,116063.0,20.72
08/08/2019,Hauts-de-France,208198.0,19.83
08/08/2019,Grand Est,192276.0,21.16
08/08/2019,Pays de la Loire,116489.0,22.3
08/08/2019,Bretagne,100242.0,19.86
08/08/2019,Nouvelle-Aquitaine,205427.0,25.04
08/08/2019,Occitanie,193181.0,26.63
08/08/2019,Auvergne-Rhône-Alpes,283533.0,22.86
08/08/2019,Provence-Alpes-Côte d'Azur,217491.0,26.8
08/08/2020,Île-de-France,275042.0,28.59
08/08/2020,Centre-Val de Loire,77690.0,27.64
08/08/2020,Bourgogne-Franche-Comté,81184.0,26.22
08/08/2020,Normandie,105393.0,26.12
08/08/2020,Hauts-de-France,196682.0,27.54
08/08/2020,Grand Est,182750.0,26.28
08/08/2020,Pays de la Loire,106523.0,27.92
08/08/2020,Bretagne,87375.0,22.61
08/08/2020,Nouvelle-Aquitaine,200741.0,26.6
08/08/2020,Occitanie,186459.0,27.84
08/08/2020,Auvergne-Rhône-Alpes,264118.0,26.18
08/08/2020,Provence-Alpes-Côte d'Azur,194534.0,25.55
08/08/2021,Île-de-France,226369.0,17.65
08/08/2021,Centre-Val de Loire,62956.0,17.28
08/08/2021,Bourgogne-Franche-Comté,73256.0,17.03
08/08/2021,Normandie,95613.0,16.43
08/08/2021,Hauts-de-France,188546.0,16.33
08/08/2021,Grand Est,149238.0,16.97
08/08/2021,Pays de la Loire,85773.0,17.3
08/08/2021,Bretagne,81220.0,16.2
08/08/2021,Nouvelle-Aquitaine,167912.0,17.74
08/08/2021,Occitanie,151408.0,19.1
08/08/2021,Auvergne-Rhône-Alpes,236625.0,16.92
08/08/2021,Provence-Alpes-Côte d'Azur,185198.0,22.35
08/09/2016,Île-de-France,332035.0,19.4
08/09/2016,Centre-Val de Loire,85237.0,19.44
08/09/2016,Bourgogne-Franche-Comté,109105.0,21.34
08/09/2016,Normandie,133026.0,17.95
08/09/2016,Hauts-de-France,257275.0,18.61
08/09/2016,Grand Est,235523.0,20.96
08/09/2016,Pays de la Loire,131494.0,19.75
08/09/2016,Bretagne,102767.0,18.6
08/09/2016,Nouvelle-Aquitaine,213662.0,22.12
08/09/2016,Occitanie,190580.0,21.77
08/09/2016,Auvergne-Rhône-Alpes,333466.0,21.7
08/09/2016,Provence-Alpes-Côte d'Azur,207077.0,23.28
08/09/2017,Île-de-France,321344.0,16.57
08/09/2017,Centre-Val de Loire,85219.0,17.3
08/09/2017,Bourgogne-Franche-Comté,104894.0,15.68
08/09/2017,Normandie,132063.0,15.86
08/09/2017,Hauts-de-France,261909.0,16.01
08/09/2017,Grand Est,235407.0,14.93
08/09/2017,Pays de la Loire,131268.0,16.85
08/09/2017,Bretagne,106368.0,15.8
08/09/2017,Nouvelle-Aquitaine,201588.0,17.29
08/09/2017,Occitanie,175254.0,18.92
08/09/2017,Auvergne-Rhône-Alpes,322581.0,15.57
08/09/2017,Provence-Alpes-Côte d'Azur,198407.0,20.32
08/09/2018,Île-de-France,285294.0,15.99
08/09/2018,Centre-Val de Loire,73551.0,16.78
08/09/2018,Bourgogne-Franche-Comté,88634.0,16.88
08/09/2018,Normandie,117861.0,15.27
08/09/2018,Hauts-de-France,218592.0,14.57
08/09/2018,Grand Est,200370.0,15.32
08/09/2018,Pays de la Loire,106075.0,18.5
08/09/2018,Bretagne,86243.0,16.88
08/09/2018,Nouvelle-Aquitaine,183304.0,20.08
08/09/2018,Occitanie,163396.0,20.88
08/09/2018,Auvergne-Rhône-Alpes,282519.0,17.79
08/09/2018,Provence-Alpes-Côte d'Azur,180269.0,21.95
08/09/2019,Île-de-France,271340.0,14.62
08/09/2019,Centre-Val de Loire,66616.0,13.52
08/09/2019,Bourgogne-Franche-Comté,82705.0,13.47
08/09/2019,Normandie,111241.0,12.89
08/09/2019,Hauts-de-France,208489.0,13.15
08/09/2019,Grand Est,184333.0,13.36
08/09/2019,Pays de la Loire,97344.0,14.4
08/09/2019,Bretagne,80951.0,13.49
08/09/2019,Nouvelle-Aquitaine,170008.0,16.1
08/09/2019,Occitanie,155717.0,17.93
08/09/2019,Auvergne-Rhône-Alpes,260649.0,13.19
08/09/2019,Provence-Alpes-Côte d'Azur,173844.0,18.67
08/09/2020,Île-de-France,313133.0,19.47
08/09/2020,Centre-Val de Loire,83000.0,17.76
08/09/2020,Bourgogne-Franche-Comté,99303.0,17.22
08/09/2020,Normandie,126141.0,19.19
08/09/2020,Hauts-de-France,236027.0,17.33
08/09/2020,Grand Est,218196.0,16.39
08/09/2020,Pays de la Loire,128373.0,19.88
08/09/2020,Bretagne,106201.0,17.55
08/09/2020,Nouvelle-Aquitaine,203138.0,18.75
08/09/2020,Occitanie,175335.0,20.15
08/09/2020,Auvergne-Rhône-Alpes,309502.0,17.11
08/09/2020,Provence-Alpes-Côte d'Azur,192173.0,22.8
08/09/2021,Île-de-France,317638.0,23.38
08/09/2021,Centre-Val de Loire,90089.0,22.25
08/09/2021,Bourgogne-Franche-Comté,104377.0,22.32
08/09/2021,Normandie,125703.0,21.63
08/09/2021,Hauts-de-France,241888.0,21.95
08/09/2021,Grand Est,226821.0,19.95
08/09/2021,Pays de la Loire,131034.0,23.35
08/09/2021,Bretagne,106951.0,21.14
08/09/2021,Nouvelle-Aquitaine,212493.0,23.56
08/09/2021,Occitanie,185464.0,23.65
08/09/2021,Auvergne-Rhône-Alpes,324329.0,22.23
08/09/2021,Provence-Alpes-Côte d'Azur,197900.0,22.59
08/10/2016,Île-de-France,339788.0,13.15
08/10/2016,Centre-Val de Loire,83728.0,12.46
08/10/2016,Bourgogne-Franche-Comté,101272.0,10.1
08/10/2016,Normandie,131446.0,12.52
08/10/2016,Hauts-de-France,249635.0,11.92
08/10/2016,Grand Est,229526.0,10.42
08/10/2016,Pays de la Loire,118845.0,13.05
08/10/2016,Bretagne,95621.0,12.96
08/10/2016,Nouvelle-Aquitaine,192920.0,12.27
08/10/2016,Occitanie,161993.0,13.17
08/10/2016,Auvergne-Rhône-Alpes,314264.0,9.44
08/10/2016,Provence-Alpes-Côte d'Azur,185219.0,14.67
08/10/2017,Île-de-France,321456.0,14.29
08/10/2017,Centre-Val de Loire,77673.0,13.76
08/10/2017,Bourgogne-Franche-Comté,94885.0,11.9
08/10/2017,Normandie,127010.0,13.52
08/10/2017,Hauts-de-France,235278.0,13.73
08/10/2017,Grand Est,213084.0,12.36
08/10/2017,Pays de la Loire,109349.0,14.95
08/10/2017,Bretagne,88853.0,14.99
08/10/2017,Nouvelle-Aquitaine,187700.0,12.12
08/10/2017,Occitanie,155659.0,13.62
08/10/2017,Auvergne-Rhône-Alpes,291710.0,10.73
08/10/2017,Provence-Alpes-Côte d'Azur,171056.0,15.72
08/10/2018,Île-de-France,354656.0,12.54
08/10/2018,Centre-Val de Loire,88417.0,14.52
08/10/2018,Bourgogne-Franche-Comté,107555.0,14.68
08/10/2018,Normandie,145962.0,10.81
08/10/2018,Hauts-de-France,264317.0,10.75
08/10/2018,Grand Est,236198.0,13.71
08/10/2018,Pays de la Loire,133101.0,14.88
08/10/2018,Bretagne,109756.0,11.2
08/10/2018,Nouvelle-Aquitaine,206225.0,14.61
08/10/2018,Occitanie,174037.0,14.6
08/10/2018,Auvergne-Rhône-Alpes,330218.0,14.62
08/10/2018,Provence-Alpes-Côte d'Azur,180330.0,17.88
08/10/2019,Île-de-France,367417.0,13.84
08/10/2019,Centre-Val de Loire,91276.0,15.62
08/10/2019,Bourgogne-Franche-Comté,115043.0,14.68
08/10/2019,Normandie,136725.0,14.31
08/10/2019,Hauts-de-France,262266.0,14.1
08/10/2019,Grand Est,254645.0,13.19
08/10/2019,Pays de la Loire,137224.0,15.32
08/10/2019,Bretagne,112531.0,15.79
08/10/2019,Nouvelle-Aquitaine,206436.0,17.18
08/10/2019,Occitanie,172984.0,17.64
08/10/2019,Auvergne-Rhône-Alpes,330642.0,14.77
08/10/2019,Provence-Alpes-Côte d'Azur,183438.0,15.79
08/10/2020,Île-de-France,346540.0,15.74
08/10/2020,Centre-Val de Loire,101707.0,15.98
08/10/2020,Bourgogne-Franche-Comté,115767.0,13.61
08/10/2020,Normandie,142135.0,15.55
08/10/2020,Hauts-de-France,268514.0,14.48
08/10/2020,Grand Est,253054.0,13.58
08/10/2020,Pays de la Loire,141575.0,16.92
08/10/2020,Bretagne,120192.0,15.89
08/10/2020,Nouvelle-Aquitaine,221355.0,16.2
08/10/2020,Occitanie,186507.0,16.25
08/10/2020,Auvergne-Rhône-Alpes,340477.0,13.84
08/10/2020,Provence-Alpes-Côte d'Azur,192028.0,16.06
08/10/2021,Île-de-France,347654.0,13.4
08/10/2021,Centre-Val de Loire,90862.0,13.12
08/10/2021,Bourgogne-Franche-Comté,113429.0,12.68
08/10/2021,Normandie,133593.0,13.6
08/10/2021,Hauts-de-France,268007.0,12.77
08/10/2021,Grand Est,238391.0,12.06
08/10/2021,Pays de la Loire,129176.0,14.05
08/10/2021,Bretagne,109455.0,15.75
08/10/2021,Nouvelle-Aquitaine,211475.0,13.06
08/10/2021,Occitanie,176343.0,13.26
08/10/2021,Auvergne-Rhône-Alpes,345183.0,9.92
08/10/2021,Provence-Alpes-Côte d'Azur,194530.0,15.4
08/11/2016,Île-de-France,514525.0,4.67
08/11/2016,Centre-Val de Loire,133219.0,5.17
08/11/2016,Bourgogne-Franche-Comté,151252.0,3.41
08/11/2016,Normandie,192941.0,5.41
08/11/2016,Hauts-de-France,336443.0,4.14
08/11/2016,Grand Est,319195.0,1.82
08/11/2016,Pays de la Loire,193896.0,6.0
08/11/2016,Bretagne,158145.0,6.9
08/11/2016,Nouvelle-Aquitaine,301020.0,6.76
08/11/2016,Occitanie,250233.0,6.92
08/11/2016,Auvergne-Rhône-Alpes,455565.0,3.41
08/11/2016,Provence-Alpes-Côte d'Azur,258975.0,7.03
08/11/2017,Île-de-France,494586.0,3.92
08/11/2017,Centre-Val de Loire,130238.0,3.95
08/11/2017,Bourgogne-Franche-Comté,144976.0,4.38
08/11/2017,Normandie,183697.0,7.43
08/11/2017,Hauts-de-France,339808.0,4.78
08/11/2017,Grand Est,302246.0,4.97
08/11/2017,Pays de la Loire,185151.0,8.1
08/11/2017,Bretagne,148443.0,7.81
08/11/2017,Nouvelle-Aquitaine,288904.0,7.59
08/11/2017,Occitanie,254303.0,6.35
08/11/2017,Auvergne-Rhône-Alpes,441298.0,3.97
08/11/2017,Provence-Alpes-Côte d'Azur,250421.0,8.62
08/11/2018,Île-de-France,429396.0,9.4
08/11/2018,Centre-Val de Loire,114933.0,8.19
08/11/2018,Bourgogne-Franche-Comté,131022.0,9.14
08/11/2018,Normandie,174149.0,7.88
08/11/2018,Hauts-de-France,309255.0,8.29
08/11/2018,Grand Est,273950.0,9.6
08/11/2018,Pays de la Loire,175516.0,8.2
08/11/2018,Bretagne,141516.0,10.31
08/11/2018,Nouvelle-Aquitaine,277114.0,9.77
08/11/2018,Occitanie,224017.0,10.88
08/11/2018,Auvergne-Rhône-Alpes,399111.0,8.94
08/11/2018,Provence-Alpes-Côte d'Azur,215116.0,13.77
08/11/2019,Île-de-France,450254.0,6.66
08/11/2019,Centre-Val de Loire,121688.0,6.81
08/11/2019,Bourgogne-Franche-Comté,130872.0,6.46
08/11/2019,Normandie,176643.0,6.51
08/11/2019,Hauts-de-France,315550.0,5.38
08/11/2019,Grand Est,282770.0,5.9
08/11/2019,Pays de la Loire,181823.0,7.18
08/11/2019,Bretagne,150153.0,8.02
08/11/2019,Nouvelle-Aquitaine,281638.0,8.25
08/11/2019,Occitanie,240655.0,7.28
08/11/2019,Auvergne-Rhône-Alpes,397748.0,5.81
08/11/2019,Provence-Alpes-Côte d'Azur,235229.0,9.13
08/11/2020,Île-de-France,334107.0,13.85
08/11/2020,Centre-Val de Loire,91017.0,14.32
08/11/2020,Bourgogne-Franche-Comté,94996.0,13.72
08/11/2020,Normandie,134999.0,13.05
08/11/2020,Hauts-de-France,246724.0,11.95
08/11/2020,Grand Est,220550.0,10.87
08/11/2020,Pays de la Loire,118580.0,15.38
08/11/2020,Bretagne,102842.0,14.78
08/11/2020,Nouvelle-Aquitaine,195065.0,16.38
08/11/2020,Occitanie,168231.0,15.08
08/11/2020,Auvergne-Rhône-Alpes,296558.0,13.84
08/11/2020,Provence-Alpes-Côte d'Azur,191409.0,15.08
08/11/2021,Île-de-France,437378.0,8.02
08/11/2021,Centre-Val de Loire,118422.0,7.21
08/11/2021,Bourgogne-Franche-Comté,130827.0,7.47
08/11/2021,Normandie,165803.0,8.17
08/11/2021,Hauts-de-France,298994.0,7.78
08/11/2021,Grand Est,280336.0,5.7
08/11/2021,Pays de la Loire,168068.0,8.4
08/11/2021,Bretagne,141957.0,9.14
08/11/2021,Nouvelle-Aquitaine,267014.0,9.99
08/11/2021,Occitanie,226459.0,10.97
08/11/2021,Auvergne-Rhône-Alpes,404712.0,7.72
08/11/2021,Provence-Alpes-Côte d'Azur,232697.0,11.91
08/12/2016,Île-de-France,538440.0,5.18
08/12/2016,Centre-Val de Loire,139540.0,5.1
08/12/2016,Bourgogne-Franche-Comté,164244.0,1.8
08/12/2016,Normandie,192000.0,7.45
08/12/2016,Hauts-de-France,357416.0,6.62
08/12/2016,Grand Est,341911.0,1.98
08/12/2016,Pays de la Loire,195586.0,7.3
08/12/2016,Bretagne,152540.0,10.28
08/12/2016,Nouvelle-Aquitaine,304693.0,9.08
08/12/2016,Occitanie,258177.0,8.92
08/12/2016,Auvergne-Rhône-Alpes,485787.0,5.17
08/12/2016,Provence-Alpes-Côte d'Azur,272216.0,8.27
08/12/2017,Île-de-France,543289.0,3.18
08/12/2017,Centre-Val de Loire,143651.0,4.53
08/12/2017,Bourgogne-Franche-Comté,158151.0,4.2
08/12/2017,Normandie,206419.0,3.86
08/12/2017,Hauts-de-France,365870.0,3.51
08/12/2017,Grand Est,321482.0,3.04
08/12/2017,Pays de la Loire,201058.0,5.52
08/12/2017,Bretagne,166571.0,5.59
08/12/2017,Nouvelle-Aquitaine,318027.0,7.96
08/12/2017,Occitanie,291469.0,7.44
08/12/2017,Auvergne-Rhône-Alpes,480519.0,4.81
08/12/2017,Provence-Alpes-Côte d'Azur,291796.0,7.15
08/12/2018,Île-de-France,424267.0,9.0
08/12/2018,Centre-Val de Loire,114401.0,9.2
08/12/2018,Bourgogne-Franche-Comté,122810.0,8.57
08/12/2018,Normandie,165800.0,9.05
08/12/2018,Hauts-de-France,301099.0,9.28
08/12/2018,Grand Est,264638.0,8.33
08/12/2018,Pays de la Loire,157722.0,10.18
08/12/2018,Bretagne,130776.0,10.2
08/12/2018,Nouvelle-Aquitaine,256635.0,10.28
08/12/2018,Occitanie,220826.0,9.96
08/12/2018,Auvergne-Rhône-Alpes,387397.0,7.1
08/12/2018,Provence-Alpes-Côte d'Azur,236548.0,10.29
08/12/2019,Île-de-France,417827.0,10.47
08/12/2019,Centre-Val de Loire,108755.0,10.78
08/12/2019,Bourgogne-Franche-Comté,118436.0,10.03
08/12/2019,Normandie,161585.0,9.77
08/12/2019,Hauts-de-France,286312.0,9.6
08/12/2019,Grand Est,298113.0,9.19
08/12/2019,Pays de la Loire,149229.0,11.72
08/12/2019,Bretagne,128978.0,10.31
08/12/2019,Nouvelle-Aquitaine,257097.0,10.88
08/12/2019,Occitanie,229359.0,10.25
08/12/2019,Auvergne-Rhône-Alpes,376203.0,8.05
08/12/2019,Provence-Alpes-Côte d'Azur,245664.0,8.03
08/12/2020,Île-de-France,517955.0,3.18
08/12/2020,Centre-Val de Loire,138417.0,3.42
08/12/2020,Bourgogne-Franche-Comté,156992.0,3.44
08/12/2020,Normandie,205691.0,3.61
08/12/2020,Hauts-de-France,345995.0,1.62
08/12/2020,Grand Est,317635.0,1.68
08/12/2020,Pays de la Loire,211215.0,4.55
08/12/2020,Bretagne,180173.0,4.96
08/12/2020,Nouvelle-Aquitaine,320786.0,6.09
08/12/2020,Occitanie,310366.0,5.45
08/12/2020,Auvergne-Rhône-Alpes,455326.0,4.08
08/12/2020,Provence-Alpes-Côte d'Azur,271802.0,6.56
09/01/2016,Île-de-France,445516.0,7.21
09/01/2016,Centre-Val de Loire,112956.0,8.17
09/01/2016,Bourgogne-Franche-Comté,122994.0,8.09
09/01/2016,Normandie,172663.0,7.77
09/01/2016,Hauts-de-France,309308.0,6.66
09/01/2016,Grand Est,275755.0,5.43
09/01/2016,Pays de la Loire,157650.0,9.38
09/01/2016,Bretagne,138093.0,9.1
09/01/2016,Nouvelle-Aquitaine,249635.0,11.01
09/01/2016,Occitanie,219357.0,11.19
09/01/2016,Auvergne-Rhône-Alpes,392364.0,9.09
09/01/2016,Provence-Alpes-Côte d'Azur,258616.0,9.11
09/01/2017,Île-de-France,541141.0,5.85
09/01/2017,Centre-Val de Loire,144018.0,5.67
09/01/2017,Bourgogne-Franche-Comté,170901.0,1.11
09/01/2017,Normandie,195067.0,7.22
09/01/2017,Hauts-de-France,354341.0,5.92
09/01/2017,Grand Est,339194.0,1.6
09/01/2017,Pays de la Loire,200006.0,8.25
09/01/2017,Bretagne,166582.0,6.78
09/01/2017,Nouvelle-Aquitaine,345068.0,6.21
09/01/2017,Occitanie,312943.0,3.98
09/01/2017,Auvergne-Rhône-Alpes,523587.0,0.77
09/01/2017,Provence-Alpes-Côte d'Azur,317154.0,4.22
09/01/2018,Île-de-France,494178.0,5.58
09/01/2018,Centre-Val de Loire,136753.0,5.35
09/01/2018,Bourgogne-Franche-Comté,146289.0,5.71
09/01/2018,Normandie,203230.0,5.69
09/01/2018,Hauts-de-France,374680.0,4.63
09/01/2018,Grand Est,302732.0,5.56
